AAPL,May 1 2000,21
AAPL,Jun 1 2000,26.19
AAPL,Jul 1 2000,25.41
AAPL,Aug 1 2000,30.47
AAPL,Sep 1 2000,12.88
AAPL,Oct 1 2000,9.78
AAPL,Nov 1 2000,8.25
